lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,booking_status
0.2753950338600451,0.12407407407407407,0.0,0.8,0.9090909090909091,0.5,0.058823529411764705,1.0
0.004514672686230248,0.1574074074074074,0.0,0.6333333333333333,0.1818181818181818,0.75,0.23529411764705882,1.0
0.08352144469525959,0.19444444444444445,0.0,0.4,0.8181818181818182,0.75,0.1764705882352941,1.0
0.2934537246049661,0.17500000000000002,0.2,0.7,0.36363636363636365,1.0,0.058823529411764705,1.0
0.22347629796839727,0.21166666666666667,0.2,0.9,0.2727272727272727,1.0,0.11764705882352941,1.0
0.13544018058690743,0.12037037037037038,0.0,0.6666666666666666,0.7272727272727273,0.75,0.058823529411764705,1.0
0.004514672686230248,0.20370370370370372,0.0,0.6,0.36363636363636365,0.0,0.11764705882352941,0.0
0.08352144469525959,0.06912962962962962,0.0,0.16666666666666669,0.9090909090909091,1.0,0.11764705882352941,0.0
0.12641083521444693,0.15185185185185185,0.0,0.5333333333333333,0.7272727272727273,0.75,0.11764705882352941,1.0
0.006772009029345372,0.3287037037037037,0.2,0.6,0.7272727272727273,1.0,0.058823529411764705,1.0
0.24153498871331827,0.16203703703703703,0.2,0.4,0.9090909090909091,1.0,0.11764705882352941,1.0
0.12641083521444693,0.15266666666666667,0.2,0.2,0.9999999999999999,1.0,0.1764705882352941,1.0
0.004514672686230248,0.1287037037037037,0.2,0.26666666666666666,0.0,1.0,0.058823529411764705,1.0
0.16252821670428894,0.15833333333333333,0.0,0.2,0.8181818181818182,0.75,0.11764705882352941,1.0
0.05191873589164785,0.21296296296296297,0.2,0.8666666666666667,0.2727272727272727,1.0,0.058823529411764705,1.0
0.07674943566591422,0.15,0.0,0.6,0.4545454545454545,1.0,0.058823529411764705,0.0
0.6523702031602708,0.12407407407407407,0.0,0.5333333333333333,0.8181818181818182,0.75,0.058823529411764705,1.0
0.5575620767494356,0.11805555555555557,0.0,0.6,0.9090909090909091,1.0,0.1764705882352941,0.0
0.41986455981941306,0.22555555555555556,0.2,0.9666666666666667,0.5454545454545454,1.0,0.058823529411764705,0.0
0.14446952595936793,0.17333333333333334,0.4,0.0,0.9090909090909091,1.0,0.23529411764705882,1.0
0.07900677200902934,0.18888888888888888,0.2,0.6666666666666666,0.4545454545454545,1.0,0.11764705882352941,1.0
0.21670428893905191,0.22555555555555556,0.2,0.3,0.2727272727272727,1.0,0.058823529411764705,1.0
0.09255079006772009,0.18166666666666667,0.2,0.8666666666666667,0.4545454545454545,1.0,0.058823529411764705,0.0
0.12415349887133181,0.11111111111111112,0.2,0.5666666666666667,0.9090909090909091,0.75,0.23529411764705882,1.0
0.3295711060948081,0.1388888888888889,0.0,0.9333333333333333,0.9999999999999999,0.75,0.1764705882352941,1.0
0.07223476297968397,0.13518518518518519,0.0,0.6333333333333333,0.9090909090909091,0.75,0.11764705882352941,1.0
0.12415349887133181,0.1925925925925926,0.0,0.16666666666666669,0.2727272727272727,0.75,0.058823529411764705,1.0
0.12866817155756208,0.14666666666666667,0.2,0.0,0.9090909090909091,1.0,0.23529411764705882,1.0
0.015801354401805866,0.23296296296296296,0.4,0.9333333333333333,0.9999999999999999,1.0,0.1764705882352941,1.0
0.2799097065462754,0.1628703703703704,0.0,0.9666666666666667,0.36363636363636365,1.0,0.29411764705882354,1.0
0.38148984198645597,0.1962962962962963,0.0,0.7,0.2727272727272727,1.0,0.11764705882352941,0.0
0.013544018058690745,0.2530925925925926,0.2,0.5,0.36363636363636365,1.0,0.11764705882352941,1.0
0.11512415349887133,0.11111111111111112,0.2,0.3333333333333333,0.9090909090909091,0.75,0.23529411764705882,1.0
0.02934537246049661,0.16481481481481483,0.4,0.4,0.4545454545454545,1.0,0.0,1.0
0.2257336343115124,0.2518518518518519,0.2,0.6,0.36363636363636365,1.0,0.1764705882352941,1.0
0.31376975169300225,0.17500000000000002,0.2,0.9,0.5454545454545454,1.0,0.058823529411764705,1.0
0.2641083521444695,0.17333333333333334,0.4,0.8333333333333334,0.9999999999999999,1.0,0.11764705882352941,1.0
0.08803611738148984,0.22333333333333333,0.0,0.6333333333333333,0.2727272727272727,1.0,0.23529411764705882,0.0
0.19413092550790065,0.18388888888888888,0.2,0.16666666666666669,0.2727272727272727,1.0,0.1764705882352941,1.0
0.004514672686230248,0.4777777777777778,0.2,0.03333333333333333,0.7272727272727273,1.0,0.058823529411764705,1.0
0.04288939051918735,0.22244444444444447,0.4,0.06666666666666668,0.36363636363636365,1.0,0.1764705882352941,1.0
0.43340857787810383,0.17592592592592593,0.0,0.7666666666666667,0.4545454545454545,0.75,0.11764705882352941,1.0
0.004514672686230248,0.0,0.2,0.3,0.7272727272727273,0.25,0.058823529411764705,1.0
0.19413092550790065,0.1388888888888889,0.0,0.5666666666666667,0.9999999999999999,0.75,0.058823529411764705,1.0
0.06772009029345372,0.2916666666666667,0.4,0.13333333333333333,0.8181818181818182,1.0,0.1764705882352941,1.0
0.4040632054176072,0.18092592592592593,0.2,0.06666666666666668,0.4545454545454545,1.0,0.11764705882352941,1.0
0.05869074492099322,0.26296296296296295,0.0,0.4666666666666667,0.2727272727272727,1.0,0.11764705882352941,0.0
0.12415349887133181,0.14814814814814814,0.0,0.16666666666666669,0.2727272727272727,0.75,0.058823529411764705,1.0
0.16704288939051917,0.15833333333333333,0.2,0.8,0.2727272727272727,1.0,0.11764705882352941,1.0
0.3227990970654627,0.1851851851851852,0.0,0.8,0.6363636363636364,0.75,0.1764705882352941,1.0
0.07674943566591422,0.16296296296296298,0.4,0.43333333333333335,0.9090909090909091,1.0,0.0,1.0
0.06772009029345372,0.2275,0.2,0.9333333333333333,0.6363636363636364,1.0,0.058823529411764705,1.0
0.3995485327313769,0.1851851851851852,0.0,0.06666666666666668,0.4545454545454545,1.0,0.11764705882352941,0.0
0.07674943566591422,0.1388888888888889,0.0,0.8,0.8181818181818182,0.75,0.1764705882352941,1.0
0.040632054176072234,0.2162962962962963,0.2,0.26666666666666666,0.1818181818181818,1.0,0.23529411764705882,1.0
0.6027088036117381,0.225,0.0,0.9999999999999999,0.9999999999999999,1.0,0.058823529411764705,1.0
0.14446952595936793,0.20722222222222225,0.2,0.8666666666666667,0.4545454545454545,1.0,0.11764705882352941,1.0
0.3498871331828442,0.2250925925925926,0.4,0.9,0.4545454545454545,1.0,0.29411764705882354,0.0
0.1038374717832957,0.1388888888888889,0.2,0.9333333333333333,0.1818181818181818,0.75,0.29411764705882354,1.0
0.1873589164785553,0.29500000000000004,0.0,0.0,0.2727272727272727,1.0,0.11764705882352941,0.0
0.28893905191873587,0.24500000000000002,0.0,0.3333333333333333,0.8181818181818182,1.0,0.29411764705882354,0.0
0.04514672686230248,0.16296296296296298,0.4,0.8,0.9999999999999999,1.0,0.0,1.0
0.09029345372460496,0.183,0.0,0.43333333333333335,0.1818181818181818,1.0,0.23529411764705882,1.0
0.1038374717832957,0.18203703703703702,0.2,0.1,0.1818181818181818,1.0,0.11764705882352941,1.0
0.002257336343115124,0.2777777777777778,0.4,0.5333333333333333,0.8181818181818182,1.0,0.0,1.0
0.4424379232505643,0.17787037037037037,0.2,0.1,0.7272727272727273,1.0,0.1764705882352941,1.0
0.4243792325056433,0.24074074074074076,0.0,0.4666666666666667,0.4545454545454545,1.0,0.11764705882352941,0.0
0.03837471783295711,0.17592592592592593,0.0,0.3,0.9999999999999999,1.0,0.058823529411764705,1.0
0.3295711060948081,0.21029629629629631,0.0,0.26666666666666666,0.6363636363636364,0.75,0.1764705882352941,1.0
0.24830699774266363,0.18811111111111112,0.2,0.13333333333333333,0.36363636363636365,1.0,0.1764705882352941,1.0
0.15349887133182843,0.195,0.0,0.5666666666666667,0.1818181818181818,1.0,0.11764705882352941,1.0
0.16478555304740405,0.21444444444444444,0.2,0.26666666666666666,0.2727272727272727,1.0,0.058823529411764705,1.0
0.2076749435665914,0.27666666666666667,0.2,0.6,0.36363636363636365,1.0,0.058823529411764705,1.0
0.3860045146726862,0.20664814814814816,0.0,0.9666666666666667,0.6363636363636364,1.0,0.29411764705882354,0.0
0.30248306997742663,0.24166666666666667,0.4,0.1,0.6363636363636364,1.0,0.11764705882352941,1.0
0.7223476297968396,0.21296296296296297,0.2,0.5666666666666667,0.6363636363636364,1.0,0.11764705882352941,0.0
0.26636568848758463,0.16842592592592595,0.2,0.4,0.2727272727272727,1.0,0.23529411764705882,1.0
0.06772009029345372,0.1408888888888889,0.2,0.5333333333333333,0.9090909090909091,1.0,0.1764705882352941,1.0
0.06772009029345372,0.29055555555555557,0.0,0.7,0.9999999999999999,1.0,0.1764705882352941,1.0
0.42663656884875845,0.15833333333333333,0.4,0.7333333333333333,0.8181818181818182,1.0,0.0,1.0
0.12415349887133181,0.29500000000000004,0.4,0.4,0.36363636363636365,1.0,0.11764705882352941,1.0
0.12415349887133181,0.1385185185185185,0.4,0.4,0.9999999999999999,1.0,0.23529411764705882,1.0
0.03611738148984198,0.17592592592592593,0.2,0.9999999999999999,0.8181818181818182,1.0,0.058823529411764705,1.0
0.05417607223476298,0.19814814814814816,0.2,0.23333333333333334,0.8181818181818182,1.0,0.1764705882352941,1.0
0.01805869074492099,0.11851851851851852,0.0,0.5,0.09090909090909091,0.75,0.1764705882352941,1.0
0.02257336343115124,0.15361111111111111,0.0,0.03333333333333333,0.9090909090909091,1.0,0.23529411764705882,1.0
0.0,0.28703703703703703,0.2,0.6666666666666666,0.7272727272727273,1.0,0.1764705882352941,1.0
0.02708803611738149,0.18829629629629632,0.2,0.9666666666666667,0.4545454545454545,1.0,0.058823529411764705,1.0
0.07223476297968397,0.17500000000000002,0.6000000000000001,0.13333333333333333,0.7272727272727273,1.0,0.058823529411764705,1.0
0.41083521444695253,0.21833333333333335,0.4,0.9666666666666667,0.7272727272727273,1.0,0.11764705882352941,0.0
0.002257336343115124,0.2351851851851852,0.2,0.8666666666666667,0.4545454545454545,1.0,0.0,1.0
0.2753950338600451,0.215,0.4,0.5,0.4545454545454545,1.0,0.1764705882352941,1.0
0.09029345372460496,0.21833333333333335,0.2,0.9666666666666667,0.4545454545454545,1.0,0.1764705882352941,1.0
0.2618510158013544,0.3411851851851852,0.2,0.8333333333333334,0.4545454545454545,1.0,0.11764705882352941,0.0
0.27765237020316025,0.28833333333333333,0.2,0.4,0.6363636363636364,1.0,0.11764705882352941,1.0
0.09029345372460496,0.2514074074074074,0.0,0.7,0.2727272727272727,1.0,0.29411764705882354,0.0
0.237020316027088,0.19042592592592594,0.6000000000000001,0.3666666666666667,0.9090909090909091,1.0,0.29411764705882354,1.0
0.9999999999999999,0.12037037037037038,0.0,0.9333333333333333,0.2727272727272727,1.0,0.058823529411764705,0.0
0.004514672686230248,0.19074074074074074,0.2,0.43333333333333335,0.9090909090909091,1.0,0.1764705882352941,1.0
0.7155756207674943,0.19666666666666668,0.2,0.0,0.7272727272727273,1.0,0.1764705882352941,0.0
0.6455981941309255,0.10833333333333334,0.0,0.5,0.7272727272727273,0.75,0.11764705882352941,1.0
0.15349887133182843,0.13694444444444445,0.0,0.3,0.1818181818181818,1.0,0.1764705882352941,0.0
0.33408577878103835,0.195,0.0,0.13333333333333333,0.36363636363636365,1.0,0.1764705882352941,1.0
0.15349887133182843,0.24666666666666665,0.4,0.7666666666666667,0.2727272727272727,1.0,0.0,1.0
0.06772009029345372,0.15833333333333333,0.0,0.9666666666666667,0.1818181818181818,0.75,0.11764705882352941,1.0
0.03160270880361173,0.20740740740740743,0.2,0.06666666666666668,0.9090909090909091,1.0,0.058823529411764705,0.0
0.24830699774266363,0.3533333333333334,0.0,0.43333333333333335,0.8181818181818182,1.0,0.11764705882352941,0.0
0.2641083521444695,0.20370370370370372,0.0,0.13333333333333333,0.4545454545454545,0.75,0.1764705882352941,1.0
0.19187358916478553,0.16940740740740742,0.2,0.4,0.5454545454545454,1.0,0.23529411764705882,1.0
0.002257336343115124,0.25,0.4,0.6333333333333333,0.8181818181818182,1.0,0.11764705882352941,1.0
0.0564334085778781,0.2388888888888889,0.4,0.5333333333333333,0.8181818181818182,1.0,0.11764705882352941,1.0
0.6523702031602708,0.13064814814814815,0.4,0.9,0.9999999999999999,1.0,0.23529411764705882,0.0
0.06320541760722347,0.1388888888888889,0.0,0.6,0.8181818181818182,0.75,0.23529411764705882,1.0
0.1805869074492099,0.1337962962962963,0.0,0.9333333333333333,0.1818181818181818,1.0,0.23529411764705882,1.0
0.024830699774266364,0.28703703703703703,0.4,0.26666666666666666,0.8181818181818182,1.0,0.058823529411764705,1.0
0.36568848758465006,0.225,0.4,0.8,0.5454545454545454,1.0,0.0,0.0
0.3498871331828442,0.16842592592592595,0.4,0.9,0.4545454545454545,1.0,0.29411764705882354,1.0
0.18510158013544017,0.20305555555555557,0.0,0.7,0.36363636363636365,1.0,0.11764705882352941,1.0
0.06094808126410835,0.2642962962962963,0.0,0.4666666666666667,0.2727272727272727,1.0,0.23529411764705882,0.0
0.02934537246049661,0.16666666666666669,0.0,0.26666666666666666,0.36363636363636365,0.75,0.11764705882352941,1.0
0.5530474040632054,0.1388888888888889,0.0,0.5333333333333333,0.4545454545454545,1.0,0.11764705882352941,0.0
0.024830699774266364,0.20555555555555557,0.2,0.5666666666666667,0.9090909090909091,1.0,0.11764705882352941,0.0
0.600451467268623,0.16055555555555556,0.4,0.9666666666666667,0.8181818181818182,1.0,0.11764705882352941,1.0
0.08803611738148984,0.21833333333333335,0.2,0.9,0.1818181818181818,1.0,0.0,1.0
0.02934537246049661,0.0,0.2,0.0,0.4545454545454545,0.25,0.11764705882352941,1.0
0.25282167042889386,0.18811111111111112,0.2,0.1,0.36363636363636365,1.0,0.23529411764705882,1.0
0.1986455981941309,0.10907407407407407,0.2,0.23333333333333334,0.2727272727272727,1.0,0.11764705882352941,1.0
0.12641083521444693,0.22222222222222224,0.0,0.23333333333333334,0.4545454545454545,0.75,0.058823529411764705,1.0
0.16478555304740405,0.19833333333333333,0.0,0.2,0.2727272727272727,1.0,0.1764705882352941,0.0
0.1805869074492099,0.23500000000000001,0.2,0.03333333333333333,0.36363636363636365,1.0,0.058823529411764705,1.0
0.2934537246049661,0.25833333333333336,0.4,0.9333333333333333,0.7272727272727273,1.0,0.1764705882352941,0.0
0.15575620767494355,0.14953703703703705,0.2,0.1,0.2727272727272727,1.0,0.1764705882352941,1.0
0.6162528216704288,0.20185185185185187,0.0,0.5333333333333333,0.5454545454545454,1.0,0.11764705882352941,0.0
0.12415349887133181,0.1925925925925926,0.0,0.16666666666666669,0.2727272727272727,0.75,0.058823529411764705,1.0
0.009029345372460496,0.12037037037037038,0.2,0.0,0.9090909090909091,0.5,0.1764705882352941,1.0
0.21896162528216703,0.26,0.0,0.7666666666666667,0.36363636363636365,1.0,0.1764705882352941,1.0
0.09932279909706546,0.1388888888888889,0.0,0.5333333333333333,0.09090909090909091,0.75,0.1764705882352941,1.0
0.06997742663656885,0.17500000000000002,0.0,0.43333333333333335,0.2727272727272727,1.0,0.058823529411764705,0.0
0.0,0.20185185185185187,0.0,0.13333333333333333,0.4545454545454545,1.0,0.0,1.0
0.1399548532731377,0.19444444444444445,0.4,0.3666666666666667,0.9090909090909091,1.0,0.11764705882352941,1.0
0.19413092550790065,0.19990740740740742,0.2,0.5333333333333333,0.2727272727272727,1.0,0.11764705882352941,1.0
0.006772009029345372,0.39925925925925926,0.2,0.2,0.8181818181818182,1.0,0.11764705882352941,1.0
0.44469525959367945,0.15833333333333333,0.2,0.0,0.6363636363636364,1.0,0.058823529411764705,1.0
0.3227990970654627,0.195,0.4,0.3666666666666667,0.5454545454545454,1.0,0.11764705882352941,1.0
0.05191873589164785,0.001851851851851852,0.0,0.03333333333333333,0.0,1.0,0.058823529411764705,1.0
0.01805869074492099,0.2888888888888889,0.0,0.4666666666666667,0.4545454545454545,1.0,0.11764705882352941,0.0
0.02934537246049661,0.13546296296296298,0.2,0.5,0.9090909090909091,1.0,0.11764705882352941,1.0
0.6320541760722347,0.20370370370370372,0.0,0.6,0.7272727272727273,1.0,0.11764705882352941,0.0
0.024830699774266364,0.16185185185185186,0.2,0.4,0.7272727272727273,1.0,0.0,1.0
0.7155756207674943,0.22222222222222224,0.0,0.4666666666666667,0.7272727272727273,1.0,0.11764705882352941,0.0
0.4176072234762979,0.14666666666666667,0.0,0.5,0.9999999999999999,1.0,0.11764705882352941,0.0
0.3611738148984198,0.16842592592592595,0.2,0.9666666666666667,0.4545454545454545,1.0,0.1764705882352941,1.0
0.2347629796839729,0.16940740740740742,0.2,0.5666666666666667,0.8181818181818182,1.0,0.23529411764705882,1.0
0.024830699774266364,0.2777777777777778,0.2,0.13333333333333333,0.9090909090909091,1.0,0.058823529411764705,0.0
0.004514672686230248,0.16481481481481483,0.0,0.7,0.1818181818181818,1.0,0.058823529411764705,1.0
0.03160270880361173,0.16931481481481483,0.2,0.5333333333333333,0.6363636363636364,1.0,0.23529411764705882,1.0
0.04966139954853273,0.25925925925925924,0.0,0.6333333333333333,0.36363636363636365,0.75,0.11764705882352941,1.0
0.08352144469525959,0.16255555555555556,0.0,0.7666666666666667,0.8181818181818182,1.0,0.29411764705882354,1.0
0.6591422121896162,0.21296296296296297,0.0,0.6666666666666666,0.5454545454545454,1.0,0.11764705882352941,0.0
0.024830699774266364,0.14972222222222223,0.2,0.26666666666666666,0.7272727272727273,1.0,0.1764705882352941,1.0
0.19413092550790065,0.1526851851851852,0.2,0.9999999999999999,0.1818181818181818,1.0,0.1764705882352941,1.0
0.2460496613995485,0.2,0.0,0.3333333333333333,0.8181818181818182,1.0,0.058823529411764705,0.0
0.16252821670428894,0.17833333333333334,0.2,0.03333333333333333,0.2727272727272727,1.0,0.058823529411764705,1.0
0.4424379232505643,0.18416666666666667,0.0,0.7,0.6363636363636364,1.0,0.29411764705882354,0.0
0.12641083521444693,0.26,0.2,0.4,0.36363636363636365,1.0,0.11764705882352941,1.0
0.42663656884875845,0.1337962962962963,0.0,0.23333333333333334,0.6363636363636364,0.75,0.1764705882352941,1.0
0.28442437923250563,0.23333333333333334,0.0,0.4666666666666667,0.6363636363636364,1.0,0.23529411764705882,1.0
0.6839729119638825,0.14444444444444446,0.0,0.6,0.6363636363636364,1.0,0.1764705882352941,0.0
0.18284424379232503,0.2714814814814815,0.2,0.16666666666666669,0.9090909090909091,1.0,0.11764705882352941,1.0
0.1218961625282167,0.22,0.0,0.3,0.8181818181818182,1.0,0.11764705882352941,0.0
0.03386004514672686,0.26851851851851855,0.0,0.16666666666666669,0.8181818181818182,1.0,0.058823529411764705,0.0
0.19413092550790065,0.15662962962962962,0.0,0.16666666666666669,0.2727272727272727,1.0,0.23529411764705882,0.0
0.36343115124153497,0.24074074074074076,0.0,0.8,0.1818181818181818,1.0,0.11764705882352941,0.0
0.3318284424379232,0.22014814814814815,0.2,0.06666666666666668,0.6363636363636364,1.0,0.5882352941176471,0.0
0.2076749435665914,0.188,0.0,0.9666666666666667,0.36363636363636365,0.75,0.11764705882352941,1.0
0.1963882618510158,0.1851851851851852,0.0,0.3333333333333333,0.7272727272727273,0.5,0.058823529411764705,0.0
0.2460496613995485,0.10740740740740741,0.0,0.6333333333333333,0.1818181818181818,0.75,0.058823529411764705,1.0
0.2866817155756207,0.11388888888888889,0.4,0.7333333333333333,0.1818181818181818,0.75,0.23529411764705882,1.0
0.9435665914221218,0.19814814814814816,0.0,0.8333333333333334,0.7272727272727273,1.0,0.11764705882352941,0.0
0.35214446952595935,0.16166666666666668,0.2,0.7666666666666667,0.6363636363636364,1.0,0.23529411764705882,1.0
0.1805869074492099,0.14166666666666666,0.2,0.5,0.5454545454545454,1.0,0.11764705882352941,0.0
0.47629796839729116,0.11805555555555557,0.0,0.5,0.9999999999999999,1.0,0.11764705882352941,0.0
0.6162528216704288,0.17592592592592593,0.0,0.4,0.36363636363636365,1.0,0.11764705882352941,0.0
0.1309255079006772,0.1388888888888889,0.2,0.6,0.9090909090909091,0.75,0.058823529411764705,1.0
0.9774266365688487,0.12962962962962962,0.0,0.23333333333333334,0.7272727272727273,1.0,0.1764705882352941,0.0
0.2505643340857788,0.18811111111111112,0.2,0.03333333333333333,0.36363636363636365,1.0,0.1764705882352941,1.0
0.07674943566591422,0.1574074074074074,0.0,0.6666666666666666,0.6363636363636364,0.75,0.1764705882352941,1.0
0.03837471783295711,0.1822037037037037,0.0,0.06666666666666668,0.9999999999999999,1.0,0.23529411764705882,1.0
0.009029345372460496,0.0,0.2,0.8666666666666667,0.09090909090909091,0.25,0.0,1.0
0.013544018058690745,0.19642592592592592,0.2,0.7,0.7272727272727273,1.0,0.1764705882352941,1.0
0.07223476297968397,0.19444444444444445,0.2,0.5666666666666667,0.5454545454545454,0.75,0.058823529411764705,1.0
0.009029345372460496,0.26851851851851855,0.4,0.7,0.7272727272727273,1.0,0.058823529411764705,1.0
0.44018058690744916,0.19635185185185186,0.2,0.4,0.6363636363636364,1.0,0.058823529411764705,0.0
0.2686230248306998,0.21166666666666667,0.2,0.4,0.6363636363636364,1.0,0.11764705882352941,1.0
0.02934537246049661,0.16296296296296298,0.0,0.13333333333333333,0.9999999999999999,1.0,0.058823529411764705,1.0
0.13318284424379231,0.16527777777777777,0.4,0.4666666666666667,0.8181818181818182,1.0,0.11764705882352941,1.0
0.17607223476297967,0.15985185185185186,0.2,0.6333333333333333,0.1818181818181818,1.0,0.29411764705882354,1.0
0.7562076749435666,0.16666666666666669,0.2,0.4,0.8181818181818182,0.75,0.1764705882352941,1.0
0.23250564334085777,0.10362962962962964,0.0,0.7,0.6363636363636364,1.0,0.29411764705882354,1.0
0.0,0.20185185185185187,0.2,0.23333333333333334,0.4545454545454545,1.0,0.11764705882352941,1.0
0.26636568848758463,0.15925925925925927,0.0,0.0,0.1818181818181818,0.75,0.058823529411764705,1.0
0.12641083521444693,0.2202777777777778,0.0,0.13333333333333333,0.7272727272727273,1.0,0.29411764705882354,1.0
0.24153498871331827,0.24074074074074076,0.2,0.3,0.4545454545454545,0.75,0.11764705882352941,1.0
0.15801354401805867,0.16770370370370372,0.2,0.43333333333333335,0.2727272727272727,1.0,0.1764705882352941,1.0
0.1715575620767494,0.16166666666666668,0.2,0.0,0.2727272727272727,1.0,0.11764705882352941,1.0
0.32505643340857787,0.3289814814814815,0.2,0.8666666666666667,0.36363636363636365,1.0,0.11764705882352941,0.0
0.009029345372460496,0.3717592592592593,0.4,0.6,0.7272727272727273,1.0,0.11764705882352941,1.0
0.03386004514672686,0.2351851851851852,0.2,0.5666666666666667,0.1818181818181818,1.0,0.11764705882352941,1.0
0.07223476297968397,0.135,0.0,0.13333333333333333,0.09090909090909091,1.0,0.11764705882352941,0.0
0.11060948081264108,0.29500000000000004,0.0,0.2,0.36363636363636365,1.0,0.058823529411764705,0.0
0.17381489841986456,0.2502777777777778,0.2,0.3666666666666667,0.36363636363636365,1.0,0.1764705882352941,1.0
0.04966139954853273,0.16666666666666669,0.0,0.9,0.8181818181818182,0.75,0.11764705882352941,1.0
0.0,0.2111111111111111,0.0,0.5666666666666667,0.8181818181818182,1.0,0.0,1.0
0.1309255079006772,0.23166666666666666,0.2,0.6666666666666666,0.4545454545454545,1.0,0.058823529411764705,1.0
0.009029345372460496,0.17616666666666667,0.2,0.43333333333333335,0.6363636363636364,1.0,0.3529411764705882,1.0
0.2641083521444695,0.196,0.0,0.9333333333333333,0.2727272727272727,1.0,0.11764705882352941,0.0
0.08126410835214447,0.18888888888888888,0.0,0.8333333333333334,0.9999999999999999,1.0,0.1764705882352941,0.0
0.07900677200902934,0.1385185185185185,0.4,0.03333333333333333,0.9999999999999999,1.0,0.11764705882352941,1.0
0.06997742663656885,0.17500000000000002,0.0,0.7666666666666667,0.2727272727272727,1.0,0.0,0.0
0.1783295711060948,0.22333333333333333,0.0,0.5,0.4545454545454545,1.0,0.23529411764705882,1.0
0.002257336343115124,0.25801851851851854,0.0,0.26666666666666666,0.8181818181818182,1.0,0.11764705882352941,1.0
0.0474040632054176,0.19444444444444445,0.0,0.06666666666666668,0.7272727272727273,1.0,0.11764705882352941,1.0
0.02708803611738149,0.1851851851851852,0.2,0.43333333333333335,0.7272727272727273,0.5,0.11764705882352941,1.0
0.07449209932279909,0.1487037037037037,0.2,0.23333333333333334,0.09090909090909091,1.0,0.0,1.0
0.37020316027088035,0.1851851851851852,0.0,0.03333333333333333,0.8181818181818182,0.75,0.11764705882352941,1.0
0.17607223476297967,0.195,0.2,0.7666666666666667,0.1818181818181818,1.0,0.1764705882352941,1.0
0.040632054176072234,0.2088888888888889,0.0,0.9999999999999999,0.36363636363636365,1.0,0.23529411764705882,0.0
0.0474040632054176,0.2796296296296296,0.0,0.4666666666666667,0.6363636363636364,1.0,0.11764705882352941,0.0
0.0,0.1685185185185185,0.2,0.26666666666666666,0.9090909090909091,1.0,0.1764705882352941,1.0
0.3431151241534988,0.27166666666666667,0.2,0.4,0.6363636363636364,1.0,0.058823529411764705,0.0
0.09706546275395032,0.10814814814814815,0.0,0.03333333333333333,0.8181818181818182,0.75,0.1764705882352941,1.0
0.3995485327313769,0.14953703703703705,0.2,0.8333333333333334,0.5454545454545454,1.0,0.23529411764705882,0.0
0.10609480812641083,0.14166666666666666,0.0,0.6666666666666666,0.36363636363636365,0.75,0.058823529411764705,1.0
0.12866817155756208,0.2595,0.0,0.2,0.7272727272727273,1.0,0.1764705882352941,1.0
